[[1, 0, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]]	[0.8908512966034441, 0.8825098588399867, 0.8341980958607491, 0.8237133233102514, 0.8128592431848387, 0.7814814932386422, 0.23768828956288526, 0.2043246709802796, 0.17391711692221745, 0.14144054254182067, 0.11236071009937675, 0.8908441930609217, 0.890839537082309, 0.89082659908171, 0.8907329622404534, 0.8907322067031856, 0.8874407807615292, 0.8859579364033565, 0.8859025477977807, 0.8853490573498279, 0.8832101535739062, 0.8206501291977117, 0.8528763742070544, 0.27419354838709675, 0.933852140077821, 0.06614785992217899, 0.7258064516129032, 0.6040228442324589, 0.7585714285714286, -0.04908835904628332, 0.6407624633431084, 0.052919254658385095, 0.019391174948240168, 0.23450656376948492, 0.15063921226529461]
[[1, 0, 0, 0, 0], [1, 0, 0, 0], [0, 1, 0, 0]]	[0.8908512966034441, 0.8825098588399867, 0.8341980958607491, 0.8237133233102514, 0.8128592431848387, 0.7814814932386422, 0.23768828956288526, 0.2043246709802796, 0.17391711692221745, 0.14144054254182067, 0.11236071009937675, 0.8908441930609217, 0.890839537082309, 0.89082659908171, 0.8907329622404534, 0.8907322067031856, 0.8874407807615292, 0.8859579364033565, 0.8859025477977807, 0.8853490573498279, 0.8832101535739062, 0.8206501291977117, 0.8528763742070544, 0.03529411764705882, 0.9716981132075472, 0.02830188679245283, 0.9647058823529412, 0.503496115427303, 0.7442857142857143, 0.10047846889952153, inf, 0.3, 0.18968253968253967, 0.2770849368102694, 0.16979357775501394]
[[1, 0, 0, 0, 0], [1, 0, 0, 0], [0, 0, 1, 0]]	[0.8908512966034441, 0.8825098588399867, 0.8341980958607491, 0.8237133233102514, 0.8128592431848387, 0.7814814932386422, 0.23768828956288526, 0.2043246709802796, 0.17391711692221745, 0.14144054254182067, 0.11236071009937675, 0.8908441930609217, 0.890839537082309, 0.89082659908171, 0.8907329622404534, 0.8907322067031856, 0.8874407807615292, 0.8859579364033565, 0.8859025477977807, 0.8853490573498279, 0.8832101535739062, 0.8206501291977117, 0.8528763742070544, 0.1751412429378531, 0.97131931166348, 0.028680688336520075, 0.8248587570621468, 0.5732302773006666, 0.77, -0.07421118084275675, 0.15951523092040615, -0.15736842105263157, -0.09276804666477244, 0.24374544646504975, 0.1475455660193785]
[[1, 0, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1]]	[0.8908512966034441, 0.8825098588399867, 0.8341980958607491, 0.8237133233102514, 0.8128592431848387, 0.7814814932386422, 0.23768828956288526, 0.2043246709802796, 0.17391711692221745, 0.14144054254182067, 0.11236071009937675, 0.8908441930609217, 0.890839537082309, 0.89082659908171, 0.8907329622404534, 0.8907322067031856, 0.8874407807615292, 0.8859579364033565, 0.8859025477977807, 0.8853490573498279, 0.8832101535739062, 0.8206501291977117, 0.8528763742070544, 0.7724867724867724, 0.5616438356164384, 0.4383561643835616, 0.2275132275132275, 0.6670653040516055, 0.6185714285714285, -0.06155303030303033, 0.8876598686484618, 0.011524358302776316, 0.01668235115824257, 0.1224970983136445, 0.09929576466738212]
[[1, 0, 0, 0, 0], [0, 1, 0, 0], [1, 0, 0, 0]]	[0.8908512966034441, 0.8825098588399867, 0.8341980958607491, 0.8237133233102514, 0.8128592431848387, 0.7814814932386422, 0.23768828956288526, 0.2043246709802796, 0.17391711692221745, 0.14144054254182067, 0.11236071009937675, 0.8908441930609217, 0.890839537082309, 0.89082659908171, 0.8907329622404534, 0.8907322067031856, 0.8874407807615292, 0.8859579364033565, 0.8859025477977807, 0.8853490573498279, 0.8832101535739062, 0.8206501291977117, 0.8528763742070544, 0.011627906976744186, 0.9943181818181818, 0.005681818181818182, 0.9883720930232558, 0.5029730443974629, 0.7528571428571429, 0.021929824561403508, inf, 0.07692307692307693, 0.04588728103579589, 0.2803616933979347, 0.1640524624325475]
[[1, 0, 0, 0, 0], [0, 1, 0, 0], [0, 1, 0, 0]]	[0.8908512966034441, 0.8825098588399867, 0.8341980958607491, 0.8237133233102514, 0.8128592431848387, 0.7814814932386422, 0.23768828956288526, 0.2043246709802796, 0.17391711692221745, 0.14144054254182067, 0.11236071009937675, 0.8908441930609217, 0.890839537082309, 0.89082659908171, 0.8907329622404534, 0.8907322067031856, 0.8874407807615292, 0.8859579364033565, 0.8859025477977807, 0.8853490573498279, 0.8832101535739062, 0.8206501291977117, 0.8528763742070544, 0.021621621621621623, 0.9844660194174757, 0.015533980582524271, 0.9783783783783784, 0.5030438205195487, 0.73, 0.055299539170506916, inf, 0.16666666666666666, 0.1040587219343696, 0.30492410317938407, 0.18430016310864172]
[[1, 0, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0]]	[0.8908512966034441, 0.8825098588399867, 0.8341980958607491, 0.8237133233102514, 0.8128592431848387, 0.7814814932386422, 0.23768828956288526, 0.2043246709802796, 0.17391711692221745, 0.14144054254182067, 0.11236071009937675, 0.8908441930609217, 0.890839537082309, 0.89082659908171, 0.8907329622404534, 0.8907322067031856, 0.8874407807615292, 0.8859579364033565, 0.8859025477977807, 0.8853490573498279, 0.8832101535739062, 0.8206501291977117, 0.8528763742070544, 0.40350877192982454, 0.7655954631379962, 0.23440453686200377, 0.5964912280701754, 0.5845521175339103, 0.6771428571428572, 0.06728587362024535, 1.2637172143503164, 0.10784313725490197, 0.11088669702115081, 0.20714453240939634, 0.1512764635016614]
[[1, 0, 0, 0, 0], [0, 1, 0, 0], [0, 0, 0, 1]]	[0.8908512966034441, 0.8825098588399867, 0.8341980958607491, 0.8237133233102514, 0.8128592431848387, 0.7814814932386422, 0.23768828956288526, 0.2043246709802796, 0.17391711692221745, 0.14144054254182067, 0.11236071009937675, 0.8908441930609217, 0.890839537082309, 0.89082659908171, 0.8907329622404534, 0.8907322067031856, 0.8874407807615292, 0.8859579364033565, 0.8859025477977807, 0.8853490573498279, 0.8832101535739062, 0.8206501291977117, 0.8528763742070544, 0.6844919786096256, 0.645224171539961, 0.35477582846003897, 0.3155080213903743, 0.6648580750747933, 0.6557142857142857, 0.13655462184873945, 1.3421052631578947, 0.2509821038847665, 0.22815191309381044, 0.14469226768810892, 0.11336514456047203]
[[1, 0, 0, 0, 0], [0, 0, 1, 0], [1, 0, 0, 0]]	[0.8908512966034441, 0.8825098588399867, 0.8341980958607491, 0.8237133233102514, 0.8128592431848387, 0.7814814932386422, 0.23768828956288526, 0.2043246709802796, 0.17391711692221745, 0.14144054254182067, 0.11236071009937675, 0.8908441930609217, 0.890839537082309, 0.89082659908171, 0.8907329622404534, 0.8907322067031856, 0.8874407807615292, 0.8859579364033565, 0.8859025477977807, 0.8853490573498279, 0.8832101535739062, 0.8206501291977117, 0.8528763742070544, 0.49142857142857144, 0.8952380952380953, 0.10476190476190476, 0.5085714285714286, 0.6933333333333334, 0.7942857142857143, -0.2732036567653006, 0.047746674607901524, -0.5695364238410596, -0.3558637830161009, 0.16427443306396752, 0.11232403574745921]
[[1, 0, 0, 0, 0], [0, 0, 1, 0], [0, 1, 0, 0]]	[0.8908512966034441, 0.8825098588399867, 0.8341980958607491, 0.8237133233102514, 0.8128592431848387, 0.7814814932386422, 0.23768828956288526, 0.2043246709802796, 0.17391711692221745, 0.14144054254182067, 0.11236071009937675, 0.8908441930609217, 0.890839537082309, 0.89082659908171, 0.8907329622404534, 0.8907322067031856, 0.8874407807615292, 0.8859579364033565, 0.8859025477977807, 0.8853490573498279, 0.8832101535739062, 0.8206501291977117, 0.8528763742070544, 0.0, 0.9941860465116279, 0.005813953488372093, 1.0, 0.49709302325581395, 0.7328571428571429, 0.014423076923076924, inf, 0.0, 0.008064516129032258, 0.3071897140805212, 0.18217002461380827]
